0,FID,ogc_fid,no_1,no_2,nama_sppg,nm_ka_sppg,kecamatan,alamat dap,sekolah,alamat,jumlah_sis,jam makan,keterangan,tanggal_op,Latitude SPPG,Longitude SPPG,field_15,geometry,No,NPSN,Nama Satuan Pendidikan,Alamat,Kelurahan,Status,Kode Wilayah,Jenis Sekolah,Kecamatan,Alamat Lengkap,Country,Coordinates,Address found,Latitude Sekolah,Longitude Sekolah,<img>
104,database_sppg.105,105,105,18.4.,SPPG Kec. Andir 05,Trisna Tansia Putri Sudirgahayu,Andir,"Jl. Jend. Sudirman No.624, RT 04 RW 04, Kelurahan Dungus Cariang, Kecamatan Andir, Kota Bandung, Jawa Barat 40186",SD LPPN,"Jl. Rajawali Timur No. 76 Rt 01 Rw 07 Kel. Ciroyom, Kec. Andir",139,9,,24 Februari 2025,-6.91764621,107.579532,,POINT (107.579532 -6.91764621),8,20219837,SD LPPN,Jl. Rajawali Timur No. 76,Ciroyom,SWASTA,26018,SD,Andir,"Jl. Rajawali Timur No. 76, Kel. Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9156789,107.5855926","Jl. Rajawali Timur No.76, Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat 40182, Indonesia",-6.9156789,107.5855926,
105,database_sppg.106,106,106,18.4.,SPPG Kec. Andir 06,Trisna Tansia Putri Sudirgahayu,Andir,"Jl. Jend. Sudirman No.624, RT 04 RW 04, Kelurahan Dungus Cariang, Kecamatan Andir, Kota Bandung, Jawa Barat 40187",SMP LPPN,"Jl. Rajawali Timur No. 76 Rt 01 Rw 07 Kel. Ciroyom, Kec. Andir",32,14,,24 Februari 2025,-6.91764621,107.579532,,POINT (107.579532 -6.91764621),6,20219426,SMP LPPN,Kota Bandung,Ciroyom,SWASTA,26018,SMP,Andir,"Kota Bandung, Kel. Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.916203299999999,107.5883542","Ciroyom, Andir, Bandung City, West Java, Indonesia",-6.9162033,107.5883542,
106,database_sppg.107,107,107,18.5.,SPPG Kec. Andir 07,Trisna Tansia Putri Sudirgahayu,Andir,"Jl. Jend. Sudirman No.624, RT 04 RW 04, Kelurahan Dungus Cariang, Kecamatan Andir, Kota Bandung, Jawa Barat 40188",SMA LPPN,"Jl. Rajawali Timur No. 76 Rt 01 Rw 07 Kel. Ciroyom, Kec. Andir",56,15,,24 Februari 2025,-6.91764621,107.579532,,POINT (107.579532 -6.91764621),,,SMA LPPN,,,,,,,,,,,-6.9131052,107.5837351,
107,database_sppg.108,108,108,18.6.,SPPG Kec. Andir 08,Trisna Tansia Putri Sudirgahayu,Andir,"Jl. Jend. Sudirman No.624, RT 04 RW 04, Kelurahan Dungus Cariang, Kecamatan Andir, Kota Bandung, Jawa Barat 40189",SDN 098 CIROYOM,Jl. Rajawali Timur 74 Gg.Taruna No. 33/26A Bandung,326,09.00/14.30,,24 Februari 2025,-6.91764621,107.579532,,POINT (107.579532 -6.91764621),22,20245141,SDN 098 CIROYOM,Jl. Rajawali Timur Gg.Taruna No. 33/26 A,Ciroyom,NEGERI,26018,SD,Andir,"Jl. Rajawali Timur Gg.Taruna No. 33/26 A, Kel. Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.916234999999999,107.588411","Jl. Rajawali Timur No.33 26 a, Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat 40182, Indonesia",-6.916235,107.588411,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVJCB9Qe6KBsOZ-rj16-8Aw3-uYSKvtJ1UIxWQIJ3-QKjAqORfSoHvQM1JubwsnHAMu_NxUQpygfIBceTA18XqhK9qtgryLDQy7AnMgIw8U0u2KEmV1nn_dOy6wIFHSqwa_aLQHjAdzXP-VPxNk5vLRidF9EbgrHTbZXrOuGMXsJ38q3Wl2J_of8i_y7f3MvKUEQ_ymAnKH7fPvf2SL0B5ChIJAQBmYjVR4azsBJx3i7vyWiULF63hTZbFGZC2zyxcRkQCIHnRzuzzDA4LTaAdftc7HIoT7wAJEJyR_0ZoihrBY-VBV5wOjP_JG70kpAUxkr7DBiG_f6ZsJlTteN-DvsJ-X_6luK51A9IKyFj88gYPXbe9VpZDk7Gi11scvbGn595lj2YELEFw8E2iO347UohN3miB__EseprEio_vegmIF7IC7Rr3g_Q3JqIlnLefbPEI1kFOSAUDg8jb7NGBAYotzkf9fHsqfOwGFC28nOFjUCsNWKeR1HvOcGx-EQsK6-2uFsR0W1awAC_6o6i4iWhqdnqPevu3qY3YSrdWQntSd2vujOHoMrXDXnNtgDdfZT36Lrt9IMQ&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
108,database_sppg.109,109,109,18.7.,SPPG Kec. Andir 09,Trisna Tansia Putri Sudirgahayu,Andir,"Jl. Jend. Sudirman No.624, RT 04 RW 04, Kelurahan Dungus Cariang, Kecamatan Andir, Kota Bandung, Jawa Barat 40190",SMPN 23 BANDUNG,Jl.Arjuna no.20-22 kel.Ciroyom Kec.Andir,784,10.00/12.00,,24 Februari 2025,-6.91764621,107.579532,,POINT (107.579532 -6.91764621),,,SMPN 23 BANDUNG,,,,,,,,,,,-6.9148912,107.5893447,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXy2EDHSeaJoW-2k9QdQq6mWqgFqmjRLmBmCHMlmGwxUYjQjN-oHfWvc0zByYHC0-cpiky_dbuhZZdp1KTKk726kyJ23c-RigcIG-alz-g0l-xsRZ00uJnEoeovCgZHwX-6hTgM1iA2B5dZoGpp0UiugwNjtf7N0--i0k1GmV0yxTbXyYZBhqe8KSsP1BEQ_Wr0kMSAB6XGXHFILrgCogHySMoU3HxOww2xQJZdtM9Dd4VfYTbGLqMnXdjChjLhXjV8NZPlVj3DFxKSr5jaVRhsEdRBE65qGgwlt-441VA_dXEy-cdpyqnM6LqDiBw2gK5qA2O0P8yb7W_KbNTgNOQt3zh3qaQ9rJVDzIBzdHp8biot0ZbHX1SRWG_XiNe_aqzyEMKMgjyoFrDKaf7UNmv0ZRjKcq06WzbfsCl43CZpKFTwOs4FiytYkxdKz9A2j8EMaSoPQSC2TOE9uIzdd2QSwU5piLIUF0ufmrEc_0Niojlo6ZeGkmRERRCF8afyK0bufjsT5pBbV98fCGxpenDImxmRGKGoPUKtJpAzWR4bZROIbJ8qfrXm5TZWpUtcEzdn4g&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
109,database_sppg.110,110,110,18.8.,SPPG Kec. Andir 10,Trisna Tansia Putri Sudirgahayu,Andir,"Jl. Jend. Sudirman No.624, RT 04 RW 04, Kelurahan Dungus Cariang, Kecamatan Andir, Kota Bandung, Jawa Barat 40191",SMPN 41 BANDUNG,"Jl. Arjuna No. 18, Ciroyom, Andir",1066,10.00/12.00,,24 Februari 2025,-6.91764621,107.579532,,POINT (107.579532 -6.91764621),,,SMPN 41 BANDUNG,,,,,,,,,,,-6.9153588,107.5900917,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVb2UwL70KLiNSEgynZPe54NysWwgaqhhwOav9bo2v5f-b4QBFWNWfPHUZKOy3e4edCjrcPqHUzsgFSxEWtbwMzNSVpVykCjTYd7ayTpJ4NAEWG6aLWZwd4ZbRtaUbu_jScNFQ3Gmzqb5nW1zVNoOPGaHafl7lXwcGvNWqprSRE4O5V07rCdF_KYVWGZ-Fe4gGfbDYvm642nVAGICq9tlAMlz_O4NWm_w1GnHglACfPMxDi7Ucw1isKuGddqwbuycluRtanr0zakewmtd2mj2-6NfNZwBki2T_yy4rIvzu4T5vP_O-oRJ7UBiLd2Umn20bUaQX5gWVqeXcVTe_xqbPKERE-o8iJpCxY92bNO5tX7JJwZb1xSVvROhPOwqnM2RZ5FUhG-vSKEpDuVfCMwfdLxjr2LSgGCyLKgfcNgaK--c5OkiDWjknzkopBJJRq1XdaGxvaL63kycipaYo93mAZ-ZpOf14OeIY0Sy6BSHJUn87XJF6wskxCbhNMk9qLZkw_f9OcrpIG4bwcRACT5hmVcmuKbvsD_yhavriiAvLFmwle3aK0JZYwN-OuS_Z-w_kAuAC9WL7sLA&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
110,database_sppg.111,111,111,18.9.,SPPG Kec. Andir 11,Trisna Tansia Putri Sudirgahayu,Andir,"Jl. Jend. Sudirman No.624, RT 04 RW 04, Kelurahan Dungus Cariang, Kecamatan Andir, Kota Bandung, Jawa Barat 40192",SMPN 32 BANDUNG,Jalan Arjuna No. 18 Bandung,815,10.00/12.00,,24 Februari 2025,-6.91764621,107.579532,,POINT (107.579532 -6.91764621),,,SMPN 32 BANDUNG,,,,,,,,,,,-6.91592,107.5906063,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWlHJNcUuJSpo3muP8fbH7P4iYZdIxk65X45l3BNG27u6WB4dIC29phlM6_ESVjK_28m9jHLDn6hrDoS_U1PqYzxCl2xmngfjkCwB1JkIdmW7xqQIcwo2UJTHqQcIwg5ebvzbyo0iN_tl81vV3stR_N9LfiiLvpjw_xnbqGpRVBxShWar-gOuJo_AG9Q1weWpCeOWw4NvveX19W9G7hBB7ovNAh6pk4bxAaCxEzjf00t7krYBu8cA2cd3yHIKWIB3aZsPTTdDWWketLK6auV9ha_QHpXjxAGvVoLknJN2pBRH00Be8tHRmFDhQ9XWlwcbJXuc-J4z6eUoTevdECBlzu3smDTuUaqQzy4D2F1a8JwiLBGu6uLzxeECDB-1PNwaLr51sofcN2edFsTqIkqu6ArOQW8iXpMReNXUfWGJnNJLdvFsxBAiFEcLfXkbOdf3YOxQwAXDSiN8qxw3eMnFyFlZvTBsuAFsZaXsLTK01uubGnS_qSOGv6yPD_86VxYpFTjYnnfguHTeAf5HC8aFj5jZryyulrezRoEf86JEvPtSQFXbOtLGDqY2AC5B3Z2Qn8xW3pSY63Qw&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
111,database_sppg.112,112,112,19.1.,SPPG Kec. Regol,Maria Vioni Madyana Putri,Regol,Jl. M. Toha No. 375 RT 003 RW 007 Kel. Ciseureuh,SDN 123 BABAKAN PRIANGAN,"Jl. Babakan Priangan N0. 29, Kel. Ciseureuh Kec Regol Bandung",416,8:30,,24 Februari 2025,-6.956940517,107.6124491,,POINT (107.6124491 -6.956940517),17,20245108,SDN 123 BABAKAN PRIANGAN,Jl. Babakan Priangan No.29,Ciseureuh,NEGERI,26006,SD,Regol,"Jl. Babakan Priangan No.29, Kel. Ciseureuh, Kec. Regol, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9468974,107.6134179","Jl. Babakan Priangan Raya No.29, Ciseureuh, Kec. Regol, Kota Bandung, Jawa Barat 40255, Indonesia",-6.9468974,107.6134179,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWRoG8VKLDFMV9xfP5TM_r4f1Px9XL0jSGrODHmxquc7UKGQqQ-QqrPV0q_JJ-cjt08eEkhGMiNYUs98qZ2hObykdIWWpH7qr_WdJMC1rQW7_6pRE5UW0MJG0aSG-u1B7pzFHfrLV8ibKsS83kuviW-9z_7__io85UmRBuaDZlopM263TtYvYHFVcdnjs7K2nBtHuFVobuZ1d_OLBcWZ5xvb9KydxQ_9af-gCJFo8-T_2ZCi6rJp85RnyrBAINd85ieCzN3fSQIsmLjeNfZHiiCHvOs9YspdgZ2eT_28G-RjkBHtI6HfNgzI6uWmvzH7-sBmCdtvQzSWc9xc1-pzM_L7SqJulWghk05nyzUjyBPEROoLmcY4pnT8FQEB_xmQhnqmZequwKZ_JDFCKXP9hCGvKUxGNWmgicNGw4gYV-befKEmWVWcLT0j6vCVfBloFF4Q_1UzWlZgd_tThQE9-FBqsHySjvOh8wpOQidxVbkb6MOaNzdrjvz5Huuaoi-ZR-XySvhL9OyRe8XEHvdwB-53Ph3CVSyguJwbIJ4SP0gWSsj5tpWI1Ht-t1_cWJXH42h_88NGmw6dA&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
112,database_sppg.113,113,113,19.2.,SPPG Kec. Regol,Maria Vioni Madyana Putri,Regol,Jl. M. Toha No. 375 RT 003 RW 007 Kel. Ciseureuh,SDN DWIKORA 142,"Jl. Inhoftank No. 16 Kel. Pelindung Hewan, Kec. Astana Anyar",358,08.30 & 12.00,,24 Februari 2025,-6.956940517,107.6124491,,POINT (107.6124491 -6.956940517),,,SDN DWIKORA 142,,,,,,,,,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVzimfQIIIePJ-bSc3hFYv4JOOCF_Ln0Pbo2OV930rkkIOUHYmhVCcCEf8cmhIEspyyehqix-hF8Ubj6MKKisR5mjRiOzbjin1F_xjdaYCobcfR4eMTgFogCO6HGq-fvGS48A0ZpqdTpEt58EMdj1apBCFIfbDlizsMg4DNAxrfjIFYlHp4XZ9gTNZX6SWGX58xuJEmh4mxwcbyxPv0U-HCL-3h4QeKv0W4AO25deg1pFKbm9ZBBa_WKwHsBXm92KyvFtc6qkV2DT3-m1pH134dIU_S0BdbjKX2gzv7nZwUDL8yF2u-e7fbmKTIM6AJdpEuw_HLnDqPAlD3qsJkhOOV86hXYVOAf9N6NKnkD31SVA6Eq1Vgce9ns7ArDL_Wo9xIWVKROPDqDbFGMaWmPf0aKVXTCXd2iHWk4oka_TQ7DNpgJrPjQzMcB0Fbsm24ojfFTdO5tk3vk3jWH7giit1IXWxgXGx3NcMGjL-r1TK1eFWYiH8WMVc8gjBVu1QiEu2-gxL6i2ERyl1znCfQ_KjWxkr4YdAgmsiuFkDW-lIcBcU-A1woE9jO3ScKUSeZ-sNM7Jd93NLBNg&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
113,database_sppg.114,114,114,19.2.,SPPG Kec. Regol,Maria Vioni Madyana Putri,Regol,Jl. M. Toha No. 375 RT 003 RW 007 Kel. Ciseureuh,SDN 112 PAMOYAN,"Jl. Moh Toha GG Ahmad, Kel. Ciseureuh Kec Regol Bandung",310,08.30 & 11.30,,24 Februari 2025,-6.956940517,107.6124491,,POINT (107.6124491 -6.956940517),,,SDN 112 PAMOYAN,,,,,,,,,,,-6.9527636,107.6119367,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXUFh8dyySnTQDL2eIN13mOag8dA2EGgDgsNeHOhcSTwERpuWFwAW69RHKi7ciIDI7GpS1Sop5ErFK-ipqA6Kww0uBfdM0gzshVgRPassulMHiV-_koOC2_sVxOw7YvfXd8Y9v2NwJOYSuxoEi6wf5yiS3-GaNz5s6oxJL7CSFB997jRf94B_9F4FuTINBBxg1cgrfVGii9qF-fDWrJZEtTB77qhIhgCcnEA-dPIghCspN70bHb3FtSOFZnYfILEsRm0nr7h7SeuOXgdJmfN9FaKdarolw5izjgRtLVfM83y2vRNb8iYLqU4ShwZUvaw7uT-bEzIHsYBcP9GmeXU9BPmfj_FwoMqgzitUVIyHq0fePBTkVIgNdpWdSeEt7Rwhu90Hc8ISij-rFKi1300fyvMwB4WAYW3BdVKy4vnC_2Q9ymusrShoRf1QgFZFDOGl-7pRIzxIKM6tLHG5MqXYO_hUctFo7rrb0xKuf-P1qLvgSYZ_Kt5F9suW-RO1RNNikB09QEabkQE9xk7alkknxXfPqa_qlXxDQU1z8EwAQ8fke8-XbvwlFOX3jCxbnfYGjHACyOyfxHiA&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
114,database_sppg.115,115,115,19.3.,SPPG Kec. Regol,Maria Vioni Madyana Putri,Regol,Jl. M. Toha No. 375 RT 003 RW 007 Kel. Ciseureuh,MI YAPISPA,"Jl. Curug Candung No.6, Kel. Wates Kec. Bandung Kidul Bandung",277,09.00 & 11.00,,24 Februari 2025,-6.956940517,107.6124491,,POINT (107.6124491 -6.956940517),,,MI YAPISPA,,,,,,,,,,,-6.9581958,107.6101895,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUq80DD52ey8_xRFXZIQlUKbKr1-mFGAKKnGO4rE5HoRXB8pevpjbwvy1iJbsxPXz1mQkC38EbWJmeIet0AxIagEAGoPw6yO-9P7yTDUiy0knHZ_C7DE_VZM2tlTgD2GR8tV3sIXTRi7OS3YnuJrtVR-vI87FG3iDz1NOctb2KKT52Y9DwekdIAibBnjfFeE7v7AfbJXEoleMErqUM-QWfZk4X46DKxnVH8Cu_m4Fl7wby1vosB_ekZM19-U8j2BTMm0F2o1TxAzkig_ZztZYMSmTZ3sCH3WSyrdX8Ij28CXh2UP1m4qquls5gyHtWECeHlcQKUDS7l-Kl7JD9w2xuIdCP3HHhDG1N9shwuGXB1Ym7sMIqTRUAKUgOMiP-ogEzidkdtZOXpq801-pW-9CZGHhPtm4WuQ-bAjiT0wGXEl-5LnWuMnmZH3UvnhNQsklzeFh80hfFHdN4G_k5laiQDyaoLiiBBKvtwsg7RKBLsZdDJdgYXOJOqhqUFNq3h5iHTunhdIK59d05i7TrRo_Ftv10hxGL44_G4WbsL1gMmY7j_zv4m6uS8NjPjN1zaYdWYng&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
115,database_sppg.116,116,116,19.4.,SPPG Kec. Regol,Maria Vioni Madyana Putri,Regol,Jl. M. Toha No. 375 RT 003 RW 007 Kel. Ciseureuh,SMPN 3 BANDUNG,"Jl. Raden Dewi Sartika No. 96, Kel. Pungkur Kec. Regol Bandung",882,11:00,,24 Februari 2025,-6.956940517,107.6124491,,POINT (107.6124491 -6.956940517),,,SMPN 3 BANDUNG,,,,,,,,,,,-6.929194,107.605623,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUdfE_ssCGHBe-qdncioq4uBO9acaK_rLpKsidxP_N3l1GYVZBtPmDaI8hKL21R1cPoIeNCsk2XOffdPp5XE8AaqeciCObsyfF1P6a35LWGiL15au1qVC6qCrCaExB01kgCbuFJ68VXhghZ1ma-Vr04WvWevHS6maVg76TOAFiBLE5A89y_euedHqWz5uf_FdnOdctdKsqFZdAt_ZZByg7pgtgESjWYg0p8uAAKPtVNWmwMkrJP3QytE43Q6QLsJtYayMpkZVYXV0701eOCbYPikrzmRVyU2L2AC3yUaWCEGNRqhTGBxZgDNpbIZFjHPavtYPVfWCi5MH3rDdxFHXcS_AGR8qvQq0dyDBt5fasRQlyHh5_D_8tiiZkjYkqUY-lNqxTbcExhU2IHOIHTpqOfrfRwb6sNVc8oZCEi_bdzsxi2Njw2AYlTpaWPtMHqxUUw-kIxmAYTHtlosU3ulegWUF4X4cfLAVBHcoTwyRu2uRyU7MwWU2K5Do64FqNm5AF8nFuGQo6UQ8vRJr6P1tHiWwVXC0xGP3f8AVh7NzMGRSvS6H0B_3jyxM0yvnGtqUenEg&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
116,database_sppg.117,117,117,19.5.,SPPG Kec. Regol,Maria Vioni Madyana Putri,Regol,Jl. M. Toha No. 375 RT 003 RW 007 Kel. Ciseureuh,SMAN 11 BANDUNG,"Jl. Kembar Baru No.23, Kel. Cigereleng Kec. Regol Bandung",1208,10:00,,24 Februari 2025,-6.956940517,107.6124491,,POINT (107.6124491 -6.956940517),1,20219243,SMAN 11 BANDUNG,Jalan Kembar Baru No. 23 Bandung,Cigereleng,NEGERI,26006,SMA,Regol,"Jalan Kembar Baru No. 23 Bandung, Kel. Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9405907,107.6102495","Jl. Kembar Baru No.23, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat 40253, Indonesia",-6.9405907,107.6102495,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXRHaqZZ96M1c4SAXVshslgd-If3Iipm1a2qdeqnYtDHZ7QIo5Xbxlh8P15FzlDuUncaBJdHlZY-4O3N00TN-ik2AwhTHAnB7F4MJjFJWKD93x-H20ZYTbxpcaNRagG4hKUbsXirQyTr-mueYRJausB31mpak3EfhpXsw3b5NWhItIS8XJzaQFMRkYNEEJiOgPrRD8uGt3ay2wybkLW-03mpstBFGR92zp53Ing-jJLPiH2rfQZ3D5b-Kbm_PNm0Bc4nzaLRPrukMHkG16Db2QIhi40McfNeRmeJjGhHWPGC6uQz1friVL7oLauJt4QkDWZYNLjRE2pQMCz96K6t2NW4e_KW8yLhpwBrs0YuRhegOFa3SFbPLbrVLeMQOS9JNAnepfIpedzh__171tRuPRkivmSqUoMFC-_GunhtyIexve31iVx26CuokeU044hbJYX1XZbmqareLwjjsqSy-k-KrbKFyojLzT58_zVfhY9WQOlbe5ps-SXRik9jtmg3x1iwJNpkY2nOWPDdL8eRXodrm4RrouWUt7olrUj_iwOEIKbGgnH1qzWDd1Nbxz6a6eOY49m&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
117,database_sppg.118,118,118,20.1.,SPPG Kec. Cibeunying Kaler,Alifia Ayu Fitriani,Cibeuying Kaler,"JL Kasungka, No. 3, Dago Rancakendal Cigadung, Cigadung, Cibeunying Kaler, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40191",RA AL MUTTAHID,"Komplek Rancakendal RT.03 RW.01 Cigadung, Cibeunying Kaler",33,8.3,,24 Februari 2025,-6.87514523,107.6280763,,POINT (107.6280763 -6.87514523),,,RA AL MUTTAHID,,,,,,,,,,,-6.8724382,107.6277197,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUKASCvrTDoXTRGI2CeZdAL4xTHbAh1kspkX7uIt_jfAEqeIth8y3TjaX8MYQStMTa1Q3XVy6cfiQXlDlqwJCXRs_cXnkaxVkjJQv85Ai4DRRXIZDNWxLn8W-xlQrdz3JGMqdcHIc8_w58sZkdoQVcqO1qIiDxkuOqGnAkm0tSpK-XmyU1Qe3pE4TAUk0ha9asug2a_i-1HLQcwFgtXTUMhvgHGvISIkL7re6dUYLzGWCkSpJ-FZr5wQV1d3bU1hsRxny8OxP2OGROfKfgON69eZW1D-eUZv8Rb99yze4PDXi9uzXDbz7B5U6OOhTBdTQqLHHWMvHjaxVKjQz96SL8Ab6-MGfmwNLyZX14SOSR21n9LLmio5K2OPE-CnqBj7SaU6q_6_iWHFiirvvmjsPAOrdlas8VSY4DoHdyn4Zu6q1UZCj6P75KqgiZO3ixhhjOhBDCNDD37okRNtl5BAnG27wdYdH-jJz5tFLOSwnNqVLuMaY0aVNeFiv8OdJf3T8z-mAlukbf7QML9W9cJ3fWy3A5Z49Zy-GK6UlaQXL4SzPasjrLfjj65xWH5Skv9Mvhcf6BL6ACjxA&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
118,database_sppg.119,119,119,20.2.,SPPG Kec. Cibeunying Kaler,Alifia Ayu Fitriani,Cibeuying Kaler,"JL Kasungka, No. 3, Dago Rancakendal Cigadung, Cigadung, Cibeunying Kaler, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40192",TK AL YAHYA,Jl. Cigadung Pesantren No.160,31,8.3,,24 Februari 2025,-6.87514523,107.6280763,,POINT (107.6280763 -6.87514523),,,TK AL YAHYA,,,,,,,,,,,-7.1863416,111.0028944,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUifFeDRPxmLOGj29RhMZYZOFvt6lw_eueQXlwOLakvz2rlxx2v0eu9F5CiG0a41jgKQqkDBHQ7Gha3SpedOB3jNTiDv4lXrPbZEabs7tz3t59AK1sQTeFWXXUfOjXtqsy1ikt6fQMvVcVw0bPX_6LnbP6dRjLLW-VmO5bxHL-WJZ7VfjW-_NDg3NDKt-otVOMYxPZP04tvuPwJSU6MnuitWXU7sG7qMD1vGUCJow6kCGw3BQdJIDaHhARGUwy9uYlJpkikPpj5eDjeUp14ocUn7tQzKNg2RzHkkIBVAkTWjm4UMcYFrQUYKv3oDoibXTLiQqlnuQbCB_rRy6lcbPJTL39uYqSFszUpuPfCL6vOASULcx4bfNIdiMhBo7UaNXNu4Rh0x9IxvAJQDuzeLOuZfBQYb9zNgxQ_t3sxgICTCOkAbyJ3vIP_YkHbIXIXTSno9wxs8utdVSVINqSA5xh31ESfUdeXHQXfEFnUaeZmyNotEQjG3cc6FIxFIFdq4STkiJdRh9HnnySYv5qm-EFy-ZMsPYFt4a83lERx9MgkHfJ6pGRZkQwrW9_vKLzfVskcj6djvrUenA&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
119,database_sppg.120,120,120,20.3.,SPPG Kec. Cibeunying Kaler,Alifia Ayu Fitriani,Cibeuying Kaler,"JL Kasungka, No. 3, Dago Rancakendal Cigadung, Cigadung, Cibeunying Kaler, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40193",RA AL MUSLIM,Jl Cibeunying Permai III no 17 Bandung.,49,8.3,,24 Februari 2025,-6.87514523,107.6280763,,POINT (107.6280763 -6.87514523),,,RA AL MUSLIM,,,,,,,,,,,-7.1586756,111.7333959,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWp0pGa4q136AizzIn7g-_xnIwbaMJBJdff2JTeQgKiwY9isYt3zHXKIaqIcVkcfmdn2LUUv9VevFKFiClQUpF12xnJ7OandgsBS9M3cFr0fgLf7TMqiL6c-I7Oz0r6Mt49B8fU7vz3ctA-aQX6XuEr67dEtlTRBkfptaDRggM92kArZJUBVmSZq7y-DhlPmFJS4NdXCKxUliasRwkdYOgPOcVleUu7Ki8Jk27SQdk_oMhPF9tpnzZWdWmSQ6MIBIXwBQPz5HAbcPHixll2l2JIK5j7UrFyjr0aA4NhMlRmJUvHXVVKaVwanSpDhoyEFvge3L6PyOya9jJqG3gJMwB9NAJm-lTHaBLhO3RTvP7I_oYCtsmO7O5zD4DPikGn-ipywCG70cMgnZAMq5_MojEjJI6KK1PTNJkOZUztkzx1xm2kn6TfshFkb3Kj8BUT4J5mKrIoRVzqzHs6HaTQJdHoUVmtGk-C3xBr0Jc8tKhKSVxhdNqJKHmffZEKpP5Lf9GItC_iFBMkWfeEs_yezAJG8kvDK4xkCDT1aWMt2yjz13WeZzx19WkuzGb74Lam96kk0G7TEVbYlw&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
